#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
054.90909374498 +24.38031165534 13.688145   68249680329603968
054.78813141736 +24.36762310332  9.708421   68250264445159936
054.80791431374 +24.40380239743 11.806140   68250436243849600
054.95544316883 +24.41523648784 13.134180   68251226517893632
054.93224244018 +24.49567931218 13.743945   68252841425528576
054.80623332661 +24.46632471871 10.226190   68254245878512384
054.73084090152 +24.45501781435 13.084155   68254525052714752
054.88508439377 +24.57058029314 12.876051   68256552277271040
055.56210365810 +23.99633970715 13.567838   68257823588309376
055.47647537868 +24.05431892833 12.218761   68259124961354240
055.66281460697 +24.12632663175 13.152326   68260705509318144
055.63250398420 +24.16777215882 13.799150   68261637519255424
055.50970027029 +24.14830370509 11.498559   68263080628273152
055.41403235012 +24.09562894355 13.247528   68263183707493888
055.42738080328 +24.18183272588 11.922061   68264077060686464
055.49853401648 +24.24567267414 12.625573   68265898126812544
055.53028509177 +24.25131809982 13.878619   68266241724194176
055.52099512722 +24.25785732238 12.635708   68266271786930176
055.67468787710 +24.19927647337 13.848956   68267680536205440
055.68016605712 +24.22428770725 13.613008   68267994070845440
055.82953359654 +24.25308283947 11.528402   68268887424065920
055.80271513379 +24.36409510137 12.817805   68270811569372288
055.65227323766 +24.25405666061 13.162596   68271086447296768
055.69135510109 +24.27115900898 10.021638   68271464404415104
055.61106133237 +24.28332061048 12.990270   68272117239447040
055.56239512518 +24.28468444690 12.442783   68272254678402688
055.65107458673 +24.33155881330 11.885183   68272666995254144
055.72545664062 +24.41788887866 13.881902   68274934737974784
055.68498694265 +24.42144618170 13.457844   68275072176996736
055.35667110096 +24.15549301899 12.885946   68275347054874368
055.42342723991 +24.33333835697 10.519040   68279470223462656
055.26489345543 +24.24081374655 12.597168   68279946962801408
055.33179693383 +24.29396286734 11.255396   68280427999136128
055.25972945129 +24.28101928976 11.357115   68280913332381696
055.25078701390 +24.29296092076 12.587207   68280982051857920
055.27167667852 +24.34242794087 12.549446   68281630589977472
055.36440427864 +24.33087674115 13.386313   68281978484264320
055.55904745742 +24.32361531614 13.770363   68284108788135808
055.58408529675 +24.46834106984 10.321238   68287785280126464
055.64398008320 +24.48662387366 12.313930   68287952781864960
055.65274044952 +24.50016727834 13.431545   68288128877503360
055.55352118394 +24.49924654166 13.410191   68290877656578304
055.58226102234 +24.52769233230 13.420855   68291289973434112
055.59526677042 +24.53336725498 12.951140   68291324333171072
055.50878450877 +24.56755833357 13.768433   68292217686266112
055.51400986130 +24.56207185694 12.321018   68292217686266496
055.90601770088 +24.32077170698 13.665737   68292904881141760
055.93026689509 +24.37439024189  8.198288   68293729514855040
055.86283390562 +24.40553708072 13.820525   68294416709622912
055.90390788824 +24.39378107218 13.636955   68294554148575232
055.95324584911 +24.41290345235 13.957839   68295413142028288
055.98213353783 +24.42620429717 13.767338   68295481861500928
055.99639466432 +24.45452510919 11.831038   68295958600907008
056.01485828940 +24.50404176792 10.529654   68296890611072384
055.98892661240 +24.51031811941 13.997336   68297131129004032
055.98696169746 +24.53258071446 11.613476   68297234208146304
055.83155191347 +24.41596878545 11.865888   68297406006861824
055.84340580612 +24.48616485395 12.157631   68298299360049152
055.78348245818 +24.47714151818 13.685906   68298814756129280
055.76784477148 +24.48567643822 12.109050   68298883475605760
055.89442108251 +24.59381204915 11.852210   68301529175441408
055.89515654567 +24.58873457743 13.508788   68301529175441920
056.03112896982 +24.51990606996 11.803845   68302761829098880
056.05399722593 +24.55736524913 12.100538   68303006644185856
056.08216813477 +24.55855815375 13.707030   68303350241568000
056.10957903583 +24.58950062402 11.282754   68303487680516224
056.17834965695 +24.60797140821 13.971095   68304312314229248
056.00122131402 +24.55679292621  8.041619   68306099020642432
056.05263365560 +24.62383309139 13.664697   68306751855660288
056.09581015851 +24.65150306422 13.475232   68308401123094528
056.12314772682 +24.71473070885 13.239057   68309225756806272
056.05256703878 +24.73752428110 11.157262   68310187829482240
056.08555902364 +24.77265650136 10.847770   68310359628169088
056.09137691950 +24.76820671722 12.553257   68310359628169472
055.70377773526 +24.48292413737 10.337636   68310531426918272
055.72974574866 +24.49286881728  9.370605   68310561489710336
055.70953140093 +24.49184081734 13.323156   68310737585346688
055.77198668635 +24.52975431773 13.794913   68311115542459648
055.75376394013 +24.54484054104 10.776640   68311321700887936
055.64734503260 +24.53789633514 10.316847   68311905816449024
055.85905260373 +24.61858004298 13.008998   68313314565700736
055.75043980270 +24.64847812243 13.714061   68314242278638976
055.57588959788 +24.62110872871 12.976652   68316265206271360
055.63247532140 +24.63822484899 13.672310   68316510021378048
055.72902411028 +24.68159477210 11.406983   68317506453782016
055.76236248276 +24.66955812561 11.684883   68317609532996480
055.71366554645 +24.76547785393 12.591778   68319185784026880
055.71380256561 +24.76539992987 12.791684   68319190079428736
055.88201857418 +24.65277558585 11.774526   68319529381414656
055.83873396809 +24.68753447448 13.067762   68320422734610816
055.91468792733 +24.74158503773 13.505136   68321045506814592
055.89566822624 +24.78099435663 12.859011   68321423463932800
056.02451762498 +24.74879485788 12.756058   68321629622359680
056.05809868574 +24.77919524107 10.600085   68322145018429952
055.96738194580 +24.84141715924 13.734854   68323485048225152
055.77292082515 +24.80794333454 10.820990   68325198738238720
055.82474947919 +24.81257989164 13.629756   68325340474107136
055.91602108593 +24.85855191220 12.051893   68326680504225536
055.85075182561 +24.83680599803 12.507846   68326951084894080
055.90413727367 +24.91974394406 11.065628   68327917454472832
055.19670422393 +24.35197189098 11.482883   68328467210281344
055.12915366729 +24.36120748813 12.599703   68329429282956160
055.17909780313 +24.39565885963 13.721591   68329772880336768
055.16170557636 +24.41880119376 12.531411   68330043461369472
055.33403130969 +24.44208857605 13.991431   68330838032212224
055.24801613008 +24.45660306790 13.342189   68331559586852224
055.23154374818 +24.45676338932  9.615829   68331662665938432
055.27574569885 +24.48362683804 13.875870   68331971903577344
055.10132954621 +24.49212051551 11.053478   68334205284973184
055.12811088561 +24.48711375761 11.509661   68334235349446528
055.07917808113 +24.49108560168 13.560571   68334372788399872
055.27245611628 +24.54358142671 13.544876   68335373517670400
055.16842341906 +24.56085363791 12.816630   68336198151394432
055.35679676792 +24.49549754239 13.867063   68337160224066432
055.29738507790 +24.55310455195 12.661168   68338328455168256
055.32943924900 +24.56663127117 13.613651   68338465894117760
055.33591648195 +24.73521657194 13.168108   68345062963868288
055.02086881761 +24.51345716808 12.437036   68346055099442944
055.09233627663 +24.55078468285 12.789395   68346437353432960
054.99747053730 +24.58484536159 11.184461   68347674303915136
055.13287217822 +24.57198327335 13.701256   68347983541655168
055.12084354808 +24.57472048291 13.781183   68347983542009344
055.10687957796 +24.70264511885 13.118082   68350010766119808
055.10499835518 +24.70178055093 13.777885   68350010766119936
055.26095238592 +24.74434756840 13.416204   68356917073607168
055.30177084548 +24.80020377278 13.483417   68357569908628480
055.09282946575 +24.76742344644 13.149976   68359322255216512
055.09932485061 +24.79498549068 12.274519   68360108232421376
055.07651621176 +24.78671930615 13.560883   68360146888936704
055.13412927092 +24.82326309903 12.506153   68360627925272576
055.24555457694 +24.84914227821 13.112499   68361624357753856
055.24457326302 +24.90144696862 13.454920   68362101098091136
055.15082693236 +24.90218133844 11.614184   68362655149834368
055.58985581891 +24.66447145909 13.830462   68363411064150272
055.49545267867 +24.67543408035 12.363795   68364334480245504
055.51592567606 +24.71253625904 13.592579   68364544933829376
055.51625003415 +24.71230890278 13.516845   68364544935515392
055.59633146918 +24.82338014631 13.746148   68367053196399744
055.45052780616 +24.72067365492 11.408781   68367706031447680
055.44562685826 +24.77830900802 13.701745   68368874262546304
055.45331555462 +24.86014248672 13.163570   68369801975472768
055.54979347308 +24.81155204530 11.525576   68369870694949760
055.55890172168 +24.84053077755 13.933412   68370076853376384
055.60534576837 +24.86418045362 13.543240   68370592249447552
055.54904869263 +24.89854071694  9.575382   68371588681858048
055.55869765399 +24.94192822364 13.551684   68371932279236992
055.72639608172 +24.81941619838 13.518745   68372134140849024
055.78640251442 +24.86839950524 13.080624   68372718257248000
055.88481443375 +24.96162553532 13.414250   68375024655774336
055.83831988340 +24.98413877000 13.013527   68376016792126848
055.68491511441 +24.94889741951 12.498029   68377185023232512
055.59883010310 +24.95665639019 12.653754   68377734779046144
055.64559191082 +24.97509042732 13.916061   68378117032541824
055.62962229349 +24.99026120972 13.894214   68378391910041088
055.76824446481 +25.00758520876 13.880675   68379182184012672
055.69708003854 +25.05748357445 13.023150   68380178614648704
055.69718956369 +25.05780063653 13.335132   68380178616423936
055.72592806395 +25.07370073219 12.511621   68380483558111872
055.71761275872 +25.09783507037 12.120698   68380762731970048
055.37009035712 +24.80165957004 11.772692   68380827154656768
055.44433877799 +24.87414681441 12.657096   68381553005993216
055.39447102771 +24.86488469882 11.924855   68381656085213184
055.40749878794 +24.88873221857 13.618644   68381862241932544
055.40774475647 +24.88854578476 13.855653   68381862243639040
055.40912188277 +24.90033459883 12.298830   68381892307391232
055.32670247014 +24.90768209136 13.663732   68382446359194240
055.35232290210 +24.90247312194 12.801918   68382751300850048
055.36161283993 +24.90567243679 12.832020   68382789956576000
055.35703549436 +24.90628678891 13.907323   68382789956576256
055.45368144809 +24.93330821637 12.598389   68383511511074560
055.51328682281 +24.94421168885 13.003043   68383786388975744
055.41853889224 +24.93233789936 12.866008   68384164346105472
055.42013368886 +24.93862770776 11.674025   68384228769598592
055.44003185808 +24.95959351269 12.876265   68384366208551040
055.45720177294 +24.98669571598 12.090201   68384778525410432
055.27609887999 +24.88061785724 13.329654   68385229498007936
055.30367003179 +24.89292978089  8.746283   68385362640966912
055.29521892773 +24.99285279227 13.628460   68387084923866880
055.27846142011 +25.01223653169 13.532512   68387359801719168
055.34771044958 +24.99465958887 13.730568   68387772118631040
055.32537328353 +25.00824579731  7.111349   68388528032874112
055.54050816411 +24.99523144836 12.534326   68389936782137344
055.61508149876 +25.04682824760 12.376555   68390417818463872
055.61837180669 +25.05864213124 11.573269   68391895287212800
055.43300590030 +25.08279427218 13.338325   68394403548121728
055.50832426015 +25.11486586640 10.575505   68394781505235328
055.50213969093 +25.11722803873 13.891308   68394884584450560
055.40614206355 +25.10559481967 11.929682   68395223885870976
055.53247571226 +25.18060751741 12.827885   68396701354619392
055.61994009352 +25.19469226290 13.799943   68396946168737792
055.48975953743 +25.18560320928 13.426370   68397392845342976
055.52030706390 +25.19388535472 12.776672   68397461564817408
055.58178196503 +25.24850939204 12.698271   68398045680364800
054.49398992325 +24.33169909733 12.818444   68433706792493568
054.51945623570 +24.39841198640 12.008063   68434638801567232
054.51203002258 +24.43593725804 13.225235   68435497795024512
054.61832035295 +24.45070048523 10.427295   68436459867695360
054.54020544014 +24.45505166842 13.538749   68437005327386496
054.55824868241 +24.52087472432 13.330423   68437834257227392
054.52056245116 +24.48771035231 13.894519   68440338222007936
054.54438734247 +24.52328348648 13.019901   68440789194727296
054.53049549113 +24.54241369366 11.228288   68441064072633472
054.66565360982 +24.54752941653 13.590044   68444053369867264
054.64959509691 +24.60151632031  8.113056   68444534406201600
054.73703549837 +24.56961635010 10.378874   68444878003882240
054.74512621590 +24.59816173125 13.381795   68445084162011136
054.82917847062 +24.61854836454 13.840900   68445324680174848
054.77434975272 +24.62431350935 13.848147   68445496478868096
054.74959260604 +24.65040130038 12.717951   68446321112588032
054.54979811156 +24.57764486061 13.945743   68447145746322432
054.58230986099 +24.63993490815 13.092952   68448451416443008
054.65673584291 +24.66979801468 11.669420   68449310409828224
054.62590830973 +24.70945702177 13.041651   68450513000744576
054.54538272056 +24.69492138418 13.093042   68460649123492224
054.57560176648 +24.71843293596 13.394793   68462195311715072
054.59425869947 +24.77387752941 13.788292   68462641988309120
054.77812109736 +24.70265856456  7.103410   68540535515653504
054.77764916082 +24.69171504743 13.327497   68540535515653888
054.79175341700 +24.72490629049 13.050452   68540741674082816
054.93715912022 +24.72862092216 11.151587   68541394509108352
054.96632341817 +24.80573247441 12.965007   68542390941512704
054.88868855612 +24.79969385440 13.485846   68542871977853696
054.90696134337 +24.81673592995 11.558910   68543284294711552
054.92172888878 +24.82922623289 13.019096   68543318654448512
054.90304671851 +24.83381062228 12.886431   68543353014187136
054.75779504442 +24.85075840565 13.029426   68545655116662656
054.89061298500 +24.89013495483 12.003041   68546750331224704
054.86221105056 +24.92292833367 13.699799   68547647981799296
054.83246417453 +24.93614636219 13.913153   68547888499646464
055.00453402806 +24.89082330180 13.149882   68549670908985856
054.98316233521 +24.91030648962 13.954164   68549950083942784
055.06923236611 +24.91274960918 11.352821   68550499839750656
055.13986385490 +24.95522302429 12.146249   68551015235860608
055.06964873824 +24.99407312263 13.002719   68552149107182336
054.94261886499 +24.93959553116 13.304640   68552801942226432
054.87437762177 +24.96824115908 11.595599   68553931516671488
054.95374079015 +24.97472605513 10.909407   68554137675101312
055.00071895758 +24.97453748353 13.357077   68554623008351488
055.03723617270 +25.07681929675 12.958696   68556409714730624
054.63702985478 +24.82276467345 12.280658   68557092612474112
054.73223553800 +25.05531248590 11.371676   68564346814316416
054.71060396050 +25.07189436613 11.422654   68564415532304384
054.85067150148 +25.01363072871 13.724298   68565996081755776
054.84817438054 +25.05546159771 12.795264   68567233032331648
054.93241542736 +25.05095777758 11.328412   68567748428402688
054.85416306137 +25.11528064090 13.902268   68569191537411072
054.93248048789 +25.16118091508 10.733619   68569805715788160
054.78091852554 +25.15670882563  9.034973   68571768517787776
054.86464733969 +25.17114807171 10.596951   68572386993071232
055.19258906159 +24.99298043725 11.226644   68574654735805440
055.14622492392 +25.04337622656 12.288848   68575857326644736
055.18441811589 +25.05943481484 11.370706   68576063485069696
055.19513721444 +25.06623658040 12.963490   68576097844806656
055.32318238262 +25.08207944559 12.942430   68577094277209088
055.21513839340 +25.11420661453 13.897559   68577918910933504
055.10946970850 +25.09810760771 12.986262   68579190221260928
055.20780630929 +25.19902395709 12.743964   68581831624214784
055.37931234659 +25.15656504131 13.149114   68583347749577984
055.41428788402 +25.22140139553 12.098664   68584172383283584
055.32938739042 +25.17426576701 12.363852   68584236805901696
055.35192817111 +25.20228319922 13.922785   68584412901462656
055.36258794802 +25.23882247603 12.348610   68585095799357952
055.44051167176 +25.28179649565 12.515523   68586611924699008
055.49566132294 +25.32879416147 13.344251   68587161680620288
055.27114122409 +25.24745129335 13.446246   68587848875298048
055.34369034461 +25.26417673504 13.085312   68588119456333056
055.24132111000 +25.29490745816 13.447968   68589051466135936
055.42302124372 +25.36984618248  7.457314   68590494575120896
055.32439710781 +25.37645350204 12.575326   68591246192520320
055.37518385038 +25.37000459191 12.822069   68591387928323712
055.34623738924 +25.40734071833 12.972310   68591731525702912
055.38100462983 +25.43259312186 12.860343   68591830308069760
055.01680821943 +25.16218309954 13.747281   68592350001133056
055.04831183427 +25.21144607340 13.276753   68592865397207936
054.97833122684 +25.19612208872 12.638761   68593140275386880
054.96326524435 +25.19466160217  8.754338   68593346433465856
055.11416376151 +25.33839488085 12.135110   68596228354584704
055.05335984866 +25.39403134781 12.724594   68599565546075520
054.99663753723 +25.40960023691 13.577011   68600561978489856
055.19596368283 +25.31292854265 12.531847   68600832559527296
055.19300531991 +25.32941931445  6.092988   68601146094037760
055.19173489494 +25.34993920644 10.083569   68601244876386176
055.12540633764 +25.36204764382  9.502770   68602172589321728
055.21980139110 +25.39075127490 13.352271   68602520483563520
055.29260352023 +25.42638125558 13.995349   68603379477010688
055.23677099146 +25.46590446000 13.008606   68604440332049024
055.24145701585 +25.46502402653  9.323076   68604444628897024
055.28198394526 +25.46079241585 12.118756   68604577771003008
055.07566049993 +25.40255452005 13.345588   68605475421070336
055.16930347138 +25.43934676808 12.736142   68605814721585408
055.17126033597 +25.44862220572 12.590046   68605887737918336
055.12994861343 +25.46095284565 13.180928   68606059536611840
055.14397536567 +25.46321595498 13.481428   68606162615824768
055.00442799064 +25.44392237650 13.740551   68647634820046848
055.10453092175 +25.53115360936 13.860899   68654231889792640
055.10550001326 +25.54935998886 13.852516   68655778078016000
056.28683184468 +24.67512473133 13.168404   69806348277061888
056.19238929436 +24.73017579050 11.866440   69807379069212288
056.22817722574 +24.73082392327 12.816742   69807722666594432
056.34970372723 +24.73264704823 13.953472   69808031904231808
056.35401399625 +24.72711803026 13.715809   69808031904232832
056.32343861125 +24.72455660294 11.397577   69808066263974272
056.28454060178 +24.77197624244 13.612555   69809165775597312
056.23560921928 +24.78772170352 11.373412   69810918122255616
056.08380493090 +24.79596109694 10.473494   69811639676769536
056.16992233858 +24.81833395795  9.715471   69811948914407168
056.23463120759 +24.80522597389 13.818709   69812464310479744
056.29068291044 +24.83905700412  5.640408   69812945346809600
056.33364523653 +24.87189489820 13.518838   69813117145546496
056.21112816492 +24.88899516251 13.196136   69813937482344704
056.20917356922 +24.91091026358 12.985639   69814388455816960
056.49634152212 +24.85525098455 13.898260   69815281809062656
056.45142147053 +24.87844147681 12.703360   69815522327168640
056.42559321210 +24.90578926170  9.423796   69816346960886784
056.40306379183 +24.90192495165  9.952260   69816518759581696
056.42486485652 +24.91917356600 13.509831   69816656198530560
056.54022795270 +24.90930108386 11.142351   69816965436241280
056.53858436055 +24.91799077368 13.231255   69817034155717888
056.53856526040 +24.93155842550 13.082752   69817412112839552
056.59773658862 +24.95254762849 13.559748   69817515192053632
056.52405572678 +24.99290204796  9.962148   69818649063339136
056.52559425578 +25.01684313146 10.437319   69818885285412992
056.53055045037 +25.01917186794 13.416118   69818889581503232
056.35062955613 +24.88577921413  9.570481   69819027020489088
056.32240357542 +24.88848182014 11.834035   69819061380228992
056.33701983849 +24.92187444149  8.900821   69819404977607168
056.31418653403 +24.93384442659 12.315860   69820122235249408
056.33840205967 +24.98998385089 13.949868   69820745007392768
056.43979097131 +24.98747480651 11.350494   69821397842415872
056.38987679800 +25.01776135340 13.282846   69822325555351168
056.42695832729 +25.05691316079 13.027423   69822875311156224
056.11385520617 +24.84375697029 13.280735   69823940463098752
056.08424330946 +24.87491465729  8.106040   69824284060478976
056.04677663642 +24.90281429690 13.961596   69825314852628992
056.22461822775 +24.94322687160 13.699250   69826276925681664
056.15536640487 +24.96254641821 13.662147   69827238997962624
055.94798500090 +24.95817047108 12.871422   69829094423848960
055.94644663289 +24.96806551083 10.671020   69829300582277632
056.01779348562 +24.98961692440 10.561445   69829609819915648
056.15367448879 +25.03906066711 13.618594   69830709331525632
056.02820900166 +25.00326682365 12.938337   69831087288663680
056.06280761842 +25.07309678227 10.714352   69831946282109440
056.27801732166 +24.98675314174 13.703291   69832319942369152
056.31398455028 +25.03359892662 13.790643   69832942714509440
056.28107221263 +25.03166915231 12.283630   69833045793727104
056.30646591339 +25.08756084914 12.777334   69834759483788928
056.30933332022 +25.08863163862 13.686684   69834763780636672
056.32570328428 +25.09934109815 13.570004   69834866859848192
056.18623016127 +25.05987371256 13.218829   69836722285735168
056.15605465286 +25.13758449624 12.791923   69838302833692160
056.28824139842 +25.21118961773 13.893433   69839745942685440
056.29881995648 +25.23200550862 13.935274   69839849021897984
056.26681313038 +25.25764686691 10.546825   69840879814047872
056.60780598752 +25.01797151772  9.155001   69841429569956224
056.63551049492 +25.05784506217 12.639331   69842013685507072
056.56244500661 +25.04230350759 12.817081   69842494721757440
056.56843242645 +25.06356014363 13.004341   69842529081493888
056.71686059367 +25.12676409546 10.500521   69844109629544192
056.72894741594 +25.14431919635 13.147667   69844247068496896
056.49771364341 +25.05158349229  9.616210   69845445363161216
056.59259411682 +25.11133154657 13.913157   69846102494276736
056.53200170557 +25.14248501250 11.658893   69847167646166016
056.53398312262 +25.17430103848 13.782593   69847270725375104
056.61407039499 +25.13533113169 10.402031   69847610026687104
056.57826299613 +25.14475173712 13.169973   69847854840928384
056.65398007757 +25.18679207425 13.165579   69848164078670592
056.66939745710 +25.21105451448 13.535567   69848370237099776
056.62055038273 +25.20919478600 13.878762   69848507675944192
056.60289095634 +25.21175387004  9.819366   69849229230450944
056.62615566932 +25.22955740913 12.991120   69849366669399168
056.75271665419 +25.16320274512 13.414925   69850152647325696
056.83038906565 +25.21425922665 13.989574   69850775418781824
056.72307930448 +25.22479829001 12.231357   69851359534336128
056.77160724094 +25.20970907735 12.142953   69851423957644288
056.73767042409 +25.24260897007 13.786246   69851771851195648
056.88067707556 +25.25368093605 10.426299   69852218528168960
056.94467584714 +25.28687661286 11.151722   69852695267961728
056.92265118052 +25.28662491656 13.855858   69852733923863296
056.93457940937 +25.29691064961 12.267737   69852763987438080
056.91754105589 +25.31375860149 12.593920   69853038865344896
056.81808593491 +25.29327332461  8.631587   69853489838109056
056.89277789950 +25.32573908854 13.318998   69853799075752064
056.70593688352 +25.22364997203 12.757842   69854207096451456
056.67615999559 +25.22422247105 13.147374   69854245752243456
056.68792665699 +25.29485229965 12.952578   69855826300197248
056.71034367097 +25.33397258041 12.937476   69856066818357504
056.68312207340 +25.35785262942 12.281339   69856337400227200
056.78519237125 +25.35243400598 13.690023   69856891452206208
056.80635584736 +25.35711113982 12.303307   69857196393686528
056.81177708244 +25.37162604311 11.425433   69857235049588736
056.72192612243 +25.37654037639 13.867258   69857956603960576
056.39837698682 +25.15293688881 13.081182   69858849957218432
056.39580586231 +25.18843490258 12.506168   69859812029889408
056.37418873199 +25.20947326268 12.748321   69860086907794560
056.52052462185 +25.20788298561 12.397573   69860774102550016
056.57863243751 +25.27165865794 11.794649   69861461297301248
056.49087921524 +25.31387972259 13.856850   69862698247883136
056.40319354775 +25.29678884429 12.501647   69863759103710208
056.30628479688 +25.25536952695 13.071545   69864106997181696
056.31406723889 +25.28927622486 11.010165   69864313155605120
056.30014649409 +25.32435114196 13.960051   69864965990629760
056.48704178560 +25.35598272796 12.646188   69865859343807232
056.41178776480 +25.36241896924 12.126560   69866443459363200
056.42537526595 +25.36628664370 13.438540   69866821416484352
056.43771869606 +25.38137671302 12.049182   69866855776219776
056.42325337615 +25.44357674461 13.779820   69867336812547968
056.63054053951 +25.32385521700 10.595325   69867538674935936
056.54424572568 +25.39510418453 13.131917   69871906657748480
056.49651525087 +25.39839015778  8.016677   69872044096705664
056.54947425433 +25.41836254606 13.553637   69872318974735360
056.51601035673 +25.45279619678 13.811097   69873418486230272
056.52402380022 +25.47886438591 11.905922   69873521565440896
056.55003995720 +25.49330825779 13.941993   69873590284912768
056.52558492970 +25.49632196872 13.669409   69873624644652800
056.63398767592 +25.49882668252 13.027518   69874140040717440
056.58319939873 +25.47535770958 11.518227   69874243118711040
056.58296816958 +25.47590819482  9.184221   69874243120081152
056.60774469187 +25.50287583773 13.674090   69874376262868352
056.61468244628 +25.54102590362 12.895630   69874895954957696
056.55117640265 +25.55045116987 12.808794   69875548789989632
055.86099896616 +24.99413271748 12.238136   69876506565909632
055.95148238600 +25.00418502284 11.434036   69876712724339456
055.94994861467 +25.05300565393 13.915544   69877163697813248
055.93850081480 +25.07957585951 11.731602   69877988331530880
055.93009893390 +25.08049424832  7.512999   69877988331531904
055.89621895339 +25.09072878616 13.995997   69878228849701376
055.98538125335 +25.05772361994 13.815854   69878469367867648
055.96623175142 +25.06291035300 13.510928   69878641166560640
055.93416208353 +25.09155141996 13.889151   69879534519755648
055.81781878198 +25.09270243435 12.756173   69881011988373888
055.83000603268 +25.12948930607 13.595672   69881493024707200
055.86306283457 +25.13297704787 13.861498   69881561744182016
055.77937301985 +25.11389589266 11.552255   69881870981832576
055.91784641816 +25.13777507782 13.006239   69882798694895872
055.95181941670 +25.18986146471 10.628875   69883417170175488
055.84226909366 +25.17126822779 13.306009   69883932566126848
056.02358254385 +25.19872505992 11.859116   69886372107669888
056.00919441890 +25.23670943754 13.773025   69889498843857664
055.96836659592 +25.27388711249 11.127426   69890594058630912
055.96130025907 +25.26885175298  9.493932   69890598355357312
055.97020901872 +25.28499945875 10.592005   69890628418368384
055.99021546164 +25.30310606470 13.127816   69891045031952384
056.00438330656 +25.33344643531 13.584861   69891251190378624
056.05202940686 +25.30412149774 13.003605   69891835306053376
056.04927063089 +25.39800437016 12.036049   69893484573366784
055.73606009155 +25.13419543476 13.819991   69893793811046528
055.80678409298 +25.26992926050 11.959438   69896473870624640
055.73972246356 +25.27491834637 13.090443   69897332864086016
055.81232156445 +25.32897541554 13.280007   69898020058845952
055.67856772337 +25.28089738949 13.756668   69898810332838400
055.69197088466 +25.30170133969 13.652681   69899153930219264
055.70893294163 +25.31021277842 13.668657   69900420943802112
055.71158380045 +25.35152657346 12.547202   69900837557394560
055.92420706775 +25.30766832686 13.784046   69902692983261184
055.90696461456 +25.33170278358 11.975045   69902761702736640
055.95391723008 +25.36827751196 13.916996   69903311458545152
055.85541263075 +25.34605697053 11.887834   69903758135150080
055.86311858121 +25.38738773414 11.151539   69904101732529408
056.04688427935 +25.42314729303 13.227932   69905338683101440
055.94448192878 +25.41324785839  9.722104   69905854079181568
055.95193528238 +25.43495897621 11.753127   69905888439427072
056.02134045090 +25.48363034153 12.185305   69906571336964608
055.79123816433 +25.41465052657 12.545658   69907327251210624
055.84298544285 +25.43477547403 13.567377   69907572066101888
055.84550169337 +25.46578327093 13.877988   69907984382960000
055.77018533009 +25.47246655726 12.895872   69908564201790080
055.81026598897 +25.44839932119 13.318577   69908602858253184
055.80931455802 +25.51411009624 12.840811   69909118254324352
055.93140681199 +25.54482486807 12.767290   69910183406206848
055.84937988342 +25.51426116698 13.111072   69910320845165056
055.86560859160 +25.52910300245 12.538438   69910458284116736
056.26072191948 +25.34371580508 13.217230   69911798314025600
056.30727714938 +25.38242477282 13.698646   69912348069828608
056.22971095137 +25.36145207297 13.106153   69912588588007424
056.33544856048 +25.39555949098 13.787793   69913653739882368
056.31556690133 +25.40466005719 11.904624   69913821242511104
056.31192261096 +25.40482585704 13.405081   69913894258051584
056.26288095593 +25.45526098098 13.707581   69914989473861120
